text,lang,published,entities
Niemand hasst die Natur mehr als die Grünen!,de,19-11-2024,['Grünen']
"Kommunale Amts- und Mandatstragende sind bundesweit in einem hohen Maße mit Hass und Gewalt konfrontiert. Anfeindungen und Übergriffe sowohl in der analogen als auch digitalen Welt gehören zunehmend zum Alltag der kommunalpolitisch Engagierten, die ihr Engagement vielfach ehrenamtlich ausüben.

BMI - Bundesministerium für Inneres hat die Stiftung Deutsches Forum für Kriminalprävention (DFK) im Herbst 2023 beauftragt, eine bundesweite Ansprechstelle für kommunale Amts- und Mandatstragende einzurichten. Am 01.08.2024 hat die starke Stelle ihre operative Tätigkeit aufgenommen und richtet sich an Menschen, die in ihrem kommunalpolitischem Amt Hass, Hetze und Bedrohungen ausgesetzt sind.

Mit der Einrichtung der starken Stelle sollen die kommunalpolitisch Engagierten eine größere Unterstützung erfahren und damit der großen Bedeutung des kommunalen Engagements für die Demokratie Rechnung getragen werden. Dabei nimmt die starke Stelle eine „Lotsen“-Funktion wahr und bietet persönliche bedarfsgerechte Orientierung zu Hilfs- und Unterstützungsangeboten auf Landes- und Bundesebene. Telefonisch ist die Ansprechstelle von Montag bis Freitag zwischen 9 und 16 Uhr sowie nach Vereinbarung unter der Telefonnummer 0800 300 99 44 bzw. per E-Mail unter: info@starkestelle.de erreichbar.",de,19-11-2024,['Bundesministerium für Inneres']
"📚Gemütliches Vorlesen im Montessori-Kinderhaus in Reichenbach. Mit den ABC-Kindern las ich heute den „Karneval der Tiere“ - ein Musikbilderbuch zum Hören.

🗣️ Sprache ist der Schlüssel zu Bildung, Integration und sozialer Teilhabe. Besonders für Kinder ist das Vorlesen ein wichtiger Baustein in ihrer Entwicklung. Es fördert nicht nur den Wortschatz und das Verständnis, sondern auch die Kreativität und die emotionale Intelligenz.

👉 Meine Vorlesereihe „Lesevergnügen“ soll ein Stückchen dazu beizutragen, dass Mädchen und Jungen mit Neugier und Freude die Welt der Sprache entdecken. 

🙏 Herzlichen Dank an das Erzieherteam und die aufmerksamen Zuhörer des Kinderhauses.",de,19-11-2024,"['Montessori-Kinderhaus', 'Reichenbach', 'Karneval der Tiere']"
"Heute wurde das Bundeslagebild „Geschlechtsspezifisch gegen Frauen gerichtete Straftaten 2023“ veröffentlicht. 

Es zeigt: Gewalt gegen Frauen nimmt zu – quer durch alle Deliktsfelder. Besonders betroffen: häusliche Gewalt, die für viele Frauen lebensbedrohlich bleibt.
🔴 Das Patriarchat tötet – wir müssen handeln!
👉 Prävention ausbauen.
👉 Schutzräume sichern und finanzieren.
👉 Täter konsequent verfolgen und Täterarbeit stärken.
Hamburg darf nicht wegsehen. Lasst uns gemeinsam für ein sicheres und gewaltfreies Leben für alle FLINTA* kämpfen! Am 25.11 auf die Straße! ✊

#KeineMehr #FemizideStoppen #JinJiyanAzadî #Feminismus",de,19-11-2024,['Hamburg']
"𝗘𝗵𝗿𝘂𝗻𝗴 𝗹𝗮𝗻𝗴𝗷𝗮̈𝗵𝗿𝗶𝗴𝗲𝗿 𝗜𝗚𝗕𝗖𝗘-𝗠𝗶𝘁𝗴𝗹𝗶𝗲𝗱𝗲𝗿 𝗶𝗺 𝗞𝘂𝗿𝗵𝗮𝘂𝘀 𝗕𝗮𝗱 𝗛𝗮𝗺𝗺

Es war mir eine große Ehre, an der Jubilarfeier des IGBCE-Bezirks Nordwestfalen teilzunehmen und langjährige Gewerkschaftsmitglieder für ihre Treue und ihr Engagement auszuzeichnen.  

Die Gewerkschaftsarbeit ist eine unverzichtbare Säule für faire Arbeitsbedingungen, soziale Gerechtigkeit und die Vertretung der Rechte der Beschäftigten. Danke an die IGBCE für diesen großartigen Nachmittag – gekrönt von dem beeindruckenden Musical „Das Ruhrical“.  

Herzlichen Glückwunsch an alle Jubilare und ein großer Dank für eure jahrzehntelange Unterstützung der Gewerkschaftsbewegung! 💪👏  

#IGBCE #Jubilarehrung #Gewerkschaften #ZusammenStark #MichaelThews #Thewsdirekt #SPD #SPDbt #Hamm #Lünen #Selm #Werne #Bundestag",de,19-11-2024,"['𝗞𝘂𝗿𝗵𝗮𝘂𝘀 𝗕𝗮𝗱 𝗛𝗮𝗺𝗺', 'Jubilarfeier', 'Selm', 'Werne']"
"Einstimmig gewählt! 🎉

Bei der Kreiswahlversammlung im Wahlkreis Krefeld I - Neuss II gab’s ordentlich Rückenwind für die Bundestagswahl. 🙌 Vielen Dank für euer Vertrauen! 

Jetzt startet auch für mich offiziell der Wahlkampf - für eine Politik, die rechnen kann. 🧮💡#politics #nrw #finance",de,19-11-2024,"['Kreiswahlversammlung', 'Bundestagswahl', 'Wahlkampf', 'nrw']"
"Vor 140 Jahren trafen sich auf Einladung des deutschen Reichskanzlers Otto von Bismarck die ehemaligen Kolonialmächte in Berlin zur sogenannten „Kongo-Konferenz“. Dort teilten sich 14 westliche Staaten den afrikanischen Kontinent unter sich auf – ohne die Mitsprache von afrikanischen Vertreter:innen. Ja, auch Deutschland war eine Kolonialmacht. Der Kolonialismus der Deutschen war geprägt von Ausbeutung, Vernichtung, Raub und unvorstellbarem Leid. Er führte unter anderem zum Völkermord an den Herero und Nama, zur grausamen Niederschlagung des Maji-Maji-Aufstandes im heutigen Tansania oder Gewalttaten und Zwangsarbeit im heutigen Kamerun. Zum deutschen Reich gehörten damals Gebiete in Afrika, Ostasien und Ozeanien, u.a. Ghana, Kamerun, Namibia, Tansania und Togo.

Die Folgen des Kolonialismus wirken bis heute fort: Noch immer sind afrikanische Staaten hauptsächlich auf den Export von Rohstoffen angewiesen, es fehlt an gleichberechtigter Mitbestimmung in den internationalen Entscheidungsgremien sowie an Deutungshoheit in der Wissenschaft, Kunst und Kultur. Auch internationale Zusammenarbeit und speziell die „Entwicklungshilfe“ beruhten auf kolonialen Denkmustern und Ansätzen und waren von Rassismus und Diskriminierung geprägt.

Was es braucht, um koloniale Kontinuitäten aufzubrechen? Einen dekolonialen Ansatz in unserer internationalen Zusammenarbeit. Dafür müssen wir zuhören und von unseren Partnerländern lernen, was sie von einer echten gleichberechtigten Kooperation erwarten. Die Bundesregierung hat mit einer internen Neuausrichtung für eine dekoloniale Zusammenarbeit begonnen.

Es braucht aber auch ein Innehalten und Erinnern an diese denkwürdige Kongo-Konferenz, an diesem traurigen 140. Jubiläum. Ein Gedenken, dass die deutschen Gräueltaten auf dem afrikanischen Kontinent aufarbeitet und koloniale Strukturen in unserer aktuellen und zukünftigen Zusammenarbeit beendet.

#karambainformiert #meinevonuns #berlinerkonferenz #kolonialekontinuiäten #spd #politik #politics #deutscherbundestag #hallesaale #landsberg #petersberg #kabelsketal",de,19-11-2024,"['Berlin', 'Kongo-Konferenz', 'afrikanischen Kontinent', 'Deutschland', 'Nama', 'Tansania', 'Kamerun', 'Ostasien', 'Ozeanien', 'Ghana', 'Namibia', 'Togo']"
"🎭✨ 𝗛𝗲𝗹𝗮𝘂 𝗮𝘂𝘀 𝗣𝗲𝗹𝗸𝘂𝗺! ✨🎭  

Was für ein fantastischer Abend bei der Stadtprinzenpaarproklamation in der Pelkumer Bürgerhalle! Herzlichen Glückwunsch an das neue Hammer Stadtprinzenpaar Sven und Sabrina Reisner! 🎉👑  

Es war ein toller Abend voller beeindruckender Showeinlagen, ausgelassener Stimmung und echter Karnevalstradition. Ein großes Dankeschön an das Festkomitee Hammer Karneval und alle Mitwirkenden – der Auftakt in die neue Session hätte nicht schöner sein können! 🎶💃  

Ich freue mich darauf, mit euch in den kommenden Wochen die fünfte Jahreszeit zu feiern. Helau! 🎊🎭  

#Karneval #HammerKarneval #Stadtprinzenpaar #MichaelThews #Thewsdirekt #SPD #SPDbt #Hamm #Lünen #Selm #Werne #Bundestag #Pelkum",de,19-11-2024,"['𝗣𝗲𝗹𝗸𝘂𝗺', 'Pelkumer Bürgerhalle', 'Hamm', 'Lünen', 'Selm', 'Werne', 'Pelkum']"
"Diesen Donnerstag, den 21. November von 13 bis 14 Uhr, findet in meinem Büro in Olching erneut eine Bürgersprechstunde statt. Interessierte Bürgerinnen und Bürger aus dem Wahlkreis sind herzlich eingeladen, ihre Anliegen, Fragen und Anregungen direkt mit mir als Abgeordneten zu besprechen.

Wir bitten um eine vorherige Anmeldung telefonisch unter 08142-5010589 oder per Mail an michael.schrodi.wk@bundestag.de

Ich freue mich auf guten Austausch!",de,19-11-2024,"['Olching', 'michael.schrodi']"
"Heute war ich zu Besuch im AWO Kindergarten „Döllbergzwerge“ in Suhl, um eine Vorlesestunde zu gestalten. Anlass war der Bundesweite Vorlesetag, der jedes Jahr stattfindet, um die Freude am Lesen und Vorlesen zu fördern. 📚📖

Mit viel Begeisterung habe ich den Kindern aus dem beliebten Kinderbuch „Das NEINhorn“ von Marc-Uwe Kling vorgelesen. 🎠📔 Die lustige Geschichte über das kleine Einhorn, das zu allem „Nein“ sagt, brachte die Kinder zum Lachen und sorgte für leuchtende Augen. Unterstützt wurde ich von Erzieherin Vanessa, die die Kinder dazu ermutigte, sich aktiv einzubringen. 

Der Termin musste auf heute verschoben werden, da ich letzte Woche wegen einer Sitzungswoche im Deutschen Bundestag in Berlin war. Umso schöner war es, dass ich die Vorlesestunde jetzt nachholen konnte! 

Der Bundesweite Vorlesetag, organisiert von DIE ZEIT, Stiftung Lesen und der Deutsche Bahn Stiftung, ist Deutschlands größtes Vorlesefest. Jedes Jahr im November lenkt er die Aufmerksamkeit auf die Bedeutung des Vorlesens für die kindliche Entwicklung.

Ein großes Dankeschön an das Team des AWO Kindergartens „Döllbergzwerge“ für die herzliche Einladung und die tolle Organisation dieses besonderen Tages!

#Vorlesetag #DasNEINhorn #Döllbergzwerge #Kinderfreude #Leseglück",de,19-11-2024,"['Suhl', 'Bundesweite Vorlesetag', 'Marc-Uwe Kling', 'Deutschen Bundestag', 'Berlin', 'DIE ZEIT', 'Deutschlands']"
"Eine Schande für Deutschland, Justiz und Gesellschaft müssen endlich härter mit dem Antisemitismus aus radikalen Muslimischen Milieus umgehen. 

Berlins Polizeipräsidentin Barbara Slowik hat Juden und Homosexuellen geraten, in bestimmten Gegenden der Hauptstadt besonders vorsichtig zu sein. Grundsätzlich gebe es zwar keine sogenannten No-go-Areas, also Gebiete, die zu gefährlich zum Betreten seien. „Es gibt allerdings Bereiche – und so ehrlich müssen wir an dieser Stelle sein – da würde ich Menschen, die Kippa tragen oder offen schwul oder lesbisch sind, raten, aufmerksamer zu sein“. Leider gibt es bestimmte Quartiere, in denen mehrheitlich arabischstämmige Menschen wohnen, die auch Sympathien für Terrorgruppen hegen. Offene Judenfeindlichkeit artikuliert sich dort gegen Menschen jüdischer Glaubensrichtung und Herkunft.“",de,19-11-2024,"['Deutschland', 'Berlins', 'Hauptstadt']"
"Merz’ Leistungsgesellschaft setzt auf hohe Einkommen – wir auf faire Bedingungen für alle, die unser Land tagtäglich voranbringen. Ob Pflege, Handwerk oder Bildung: Die SPD kämpft für ein System, das echte Leistungsträger:innen entlastet, statt sie zu übersehen. Gemeinsam gestalten wir ein starkes, gerechtes Deutschland!

Während die CDU über Leistung spricht, bleibt der Großteil der arbeitenden Mitte für sie unsichtbar. Für uns bei der SPD ist klar: Leistung bedeutet, jeden Tag zur Arbeit zu gehen und das Land am Laufen zu halten – unabhängig vom Einkommen. Mehr Respekt und bessere Bedingungen für die, die wirklich Leistung bringen!

#SozialePolitikFürDich #SPD #Siegen #BadBerleburg #BadLaasphe #Freudenberg #Wilnsdorf #Neunkirchen #Kreuztal #Erndtebrück #Burbach #Hilchenbach",de,19-11-2024,"['Deutschland', 'Siegen', 'BadBerleburg', 'BadLaasphe', 'Freudenberg', 'Wilnsdorf', 'Neunkirchen', 'Kreuztal', 'Erndtebrück', 'Burbach', 'Hilchenbach']"
"Schieb deine Verantwortung nicht weg! Sexualisierte Gewalt gegen Kinder und Jugendliche kann jederzeit und überall passieren. Erkenntnisse der Weltgesundheitsorganisation weisen darauf hin, dass in Deutschland pro Schulklasse 1 bis 2 Kinder betroffen. 

Es ist schwer vorstellbar und schwer zu etragen: Die meisten Menschen denken bei sexualisierter Gewalt gegen Kinder und Jugendliche oft an eine Gefahr durch Fremde. Doch es ist selten der Unbekannte, der Kinder auf dem Spielplatz oder auf dem Nachhauseweg abfängt – ca. 75 % aller Übergriffe passieren im direkten Umfeld von Kindern und Jugendlichen: durch Freunde, Familie oder Verwandte und eben nicht durch Fremde.

Nur, wenn wir wissen, wo und wie wir Kinder besser schützen müssen, kann Missbrauch verhindert werden. Deshalb haben das Bundesministerium für Familien, Senioren, Frauen und Jugend (BMFSFJ) und die Unabhängige Beauftragte für Fragen des sexuellen Kindesmissbrauchs (UBSKM) eine bundesweite Kampagne unter dem Motto „Schieb Deine Verantwortung nicht weg“ gestartet, an der ich mich gestern mit Bundesfamilienministerin Paus zum Europäischen Tag zum Schutz von Kindern vor sexueller Ausbeutung und sexueller Gewalt gerne beteiligt habe. Um den Schutz von Kindern muss sich nicht irgendjemand anderes kümmern – wir alle müssen uns für Kinder verantwortlich fühlen. 

Auf der Kampagnen-Webseite www.nicht-wegschieben.de gibt es Informationen darüber, was Erwachsene in verschiedenen Situationen tun können, um Kinder besser zu schützen. Und über das Hilfe-Telefon Sexueller Missbrauch unter 0800 22 55 530 oder das Hilfe-Portal Sexueller Missbrauch unter www.hilfe-portal-missbrauch.de direkte Hilfsangebote.

#NichtWegschieben #GemeinsamGegenMissbrauch",de,19-11-2024,"['Deutschland', 'Bundesministerium für Familien, Senioren, Frauen und Jugend', 'BMFSFJ', 'Europäischen Tag']"
"🎉✨ 𝟮𝟱 𝗝𝗮𝗵𝗿𝗲 𝗦𝗣𝗗! ✨🎉  

Das war ein sehr seltenes Ereignis: Bei der Jubilarehrung der SPD Brambauer habe ich keine Ehrenurkunden übergeben, sondern ich war dieses Mal auf der Seite der Geehrten. Ich freue mich sehr über die Ehrung für 25 Jahre Mitgliedschaft in der SPD!

Ein Vierteljahrhundert Einsatz für soziale Gerechtigkeit, Zusammenhalt und eine starke Demokratie – und ich bin motivierter denn je, mich weiterhin für die Menschen in unserer Region und darüber hinaus einzusetzen. 

Danke an alle Weggefährten, die mich auf diesem Weg begleitet haben – für die SPD und für unsere gemeinsamen Werte! ✊🌹  

#25Jahre #SozialeGerechtigkeit #Brambauer #MichaelThews #Thewsdirekt #SPD #SPDbt #Hamm #Lünen #Selm #Werne #Bundestag",de,19-11-2024,"['Brambauer', 'MichaelThews', 'Hamm', 'Lünen', 'Selm', 'Werne']"
"Die SPD-Bundestagsfraktion hatte vor einiger Zeit zum Sportempfang 2024 eingeladen. Insgesamt waren über 400 Gäste anwesend, darunter Bundeskanzler Olaf Scholz und Bundesinnenministerin Nancy Faeser sowie zahlreiche Vertreterinnen und Vertreter des Spitzen- als auch des Breitensports. Zahlreiche Ehrenamtliche und lokale Sportfunktionäre aus den Wahlkreisen der Abgeordneten waren ebenfalls anwesend. Ich habe mich gefreut, dass aus dem Emsland der Geschäftsführer des Kreissportbunds, Günter Klene, nach Berlin gekommen war, um den Abend hier im Paul-Löbe-Haus zu erleben. #sportempfang #ehrenamt #spitzensport #breitensport #empfang #bundestag #berlin #kreissportbund #spd #unterems",de,19-11-2024,"['Sportempfang 2024', 'Günter Klene', 'Berlin', 'Paul-Löbe-Haus', 'sportempfang', 'berlin']"
Freue mich auf die Diskussion am heutigen Abend in Franken! 🚆,de,19-11-2024,['Franken']
Heute Abend sehen wir uns beim Stammtisch in Gützkow!,de,19-11-2024,"['Stammtisch', 'Gützkow']"
"MDB MARIANNE SCHIEDER: WACKERSDORF ERHÄLT BUNDESMITTEL I.H.V. 250.000 EURO

PRESSEMITTEILUNG vom 19. November 2024

„Eine Zuwendung für den Gigabitausbau der Telekommunikationsnetze fließt in den Landkreis Schwandorf! Die Gemeinde Wackersdorf erhält Bundesmittel aus dem Bundesförderprogramm zur Unterstützung des Gigabitausbaus der Telekommunikationsnetze in der Bundesrepublik Deutschland“, informiert die SPD-Bundestagsabgeordnete Marianne Schieder.

Die Zuwendung beträgt 250.000,00 Euro, die Bundesförderung liegt bei 50 Prozent (Gesamtkosten: 500.000,00 Euro). Die Mittel aus dem Förderprogramm stellt das Bundesministerium für Digitales und Verkehr zur Verfügung.

Bei dem Projekt investiert die Gemeinde Wackersdorf antragsgemäß in die Erschließung von unterversorgten Adressen im eigenen Gemeindegebiet.
Die Abgeordnete begrüßt die vom Bund zugesagten Förderungen. „Ich freue mich sehr darüber, dass es mit dem Breitbandausbau im ländlichen Bereich weiter vorangeht. Gerade hier ist das Vorhandensein von schnellen und zuverlässigen Datenleitungen besonders wichtig!“",de,19-11-2024,"['MARIANNE SCHIEDER', 'Landkreis Schwandorf', 'Bundesrepublik Deutschland', 'Marianne Schieder']"
"Ein Ort, der Menschen zusammenbringt und zum Austausch einlädt – ich freue mich sehr, die #Wanderausstellung des Deutschen Bundestags in die Universitätsbibliothek Duisburg geholt zu haben.

Die Universität ist ein Raum, in dem viele junge Menschen Demokratie und Wissenschaft aktiv erleben und die Zugänge nutzen können, die ihnen die Wissenschaft eröffnet. Diese Ausstellung bietet eine besondere Gelegenheit, mehr über die Arbeit des Deutschen #Bundestags und die Grundlagen unserer parlamentarischen Demokratie zu erfahren.

Mein herzlicher Dank gilt Frau Universitätsrektorin Prof. Dr. Albert, die in Zusammenarbeit mit meinem Büro diese beeindruckende Ausstellung in den Räumen der Universitätsbibliothek ermöglicht hat.

🔔 Bis Freitag könnt ihr die Wanderausstellung täglich zwischen 8 und 22 Uhr in der Universitätsbibliothek an der Lotharstraße 65 in #Duisburg besuchen. Ich lade euch herzlich ein, vorbeizukommen und euch inspirieren zu lassen!",de,19-11-2024,"['Wanderausstellung', 'Deutschen Bundestags', 'Duisburg', 'Universitätsbibliothek', 'Lotharstraße 65']"
"Was für eine beeindruckende #BDK50, bei der wir auch mit einer starken Delegation aus Schwäbisch Hall Hohenlohe in Wiesbaden dabei waren. Tolle Reden, Geschlossenheit, Aufbruchsstimmung und die klare Bereitschaft den Menschen ein Angebot für soziale, wirtschaftliche, politische und ökologische Sicherheit zu machen. Herzliche Glückwünsche 👏an unseren Kanzlerkandidaten <redacted_mention>, an unsere neuen Bundesvorsitzenden <redacted_mention> und <redacted_mention> sowie alle Mitglieder unseres neuen Vorstands. Mit euch sind wir #neustartklar und nehmen die Zuversicht und den Schwung dieses Bundesparteitags jetzt mit in einen starken grünen Wahlkampf 💚🌻!",de,19-11-2024,"['BDK50', 'Wiesbaden', 'Kanzlerkandidaten']"
"Ist das so Karl Lauterbach? 🤔

#corona #enquete #lauterbach #fdp",de,19-11-2024,"['Karl Lauterbach', 'corona', 'lauterbach']"
"🇺🇦1000 Tage Krieg in Europa. Heute ist ein bitterer Jahrestag. Seit 1000 Tagen leiden die Menschen unter Russlands völkerrechtswidrigem Angriff auf die #ukraine. Heute markiert auch 1000 Tage der Unterstützung - morgen werden es 1001 Tage sein - Ungebrochen solidarisch!

Zur heutigen Ansprache von Volodymyr Zelensky in der außerordentlichen Plenarsitzung des European Parliament: https://multimedia.europarl.europa.eu/en/video/1000-days-of-russia-s-invasion-of-ukraine-extraordinary-plenary-sitting-address-by-volodymyr-zelenskyy-president-of-ukraine_I263886",de,19-11-2024,"['Russlands', 'ukraine', 'Volodymyr Zelensky', 'European Parliament']"
"Mehr Netto vom Brutto für Familien!

Unsere Steuerreform entlastet Familien ganz besonders:
• Freibetrag von 15.000 € je Erwachsenen
• Freibetrag von 12.000 € je Kind
• Familie mit drei Kindern zahlt erst ab etwa 85.000 € 
   Arbeitnehmer-Brutto überhaupt Steuern 

Dazu kommt eine sinnvolle Steuervereinfachung
• Alle Erträge werden mit 25 % besteuert, egal ob
   Unternehmer, Arbeitnehmer oder Selbständiger.
• Bemessungsgrundlage nach Kirchhof-Modell
• Abschaffung aller Steuerausnahmetatbestände
• Endlich die Gleichstellung von Arbeitseinkommen
  mit Kapitaleinkommen auf 25 %
• Bürokratieabbau sowohl in den Unternehmen, 
  bei Wirtschaftsprüfern als auch in den Finanzämtern
• Entlastung der fleißigen Mittelschicht 
  durch hohe Kinderfreibeträge 

Es gibt eine Alternative, man muss sie nur wählen!

https://dserver.bundestag.de/btd/20/133/2013356.pdf",de,19-11-2024,['Finanzämtern']
"Ampel-Chaos bei der Windkraft – Union kämpft für Rechtssicherheit! Das neue Ampelgesetz bedroht eine strukturierte & rechtssichere Windkraftplanung. Statt klarer Regeln droht ungezügelter Ausbau, der lokale Planungen übergeht. 

🔍 Was ist passiert?
Erst das „Wind-an-Land-Gesetz“ & jetzt soll mit einer Änderung im Baugesetzbuch der Rechtsstatus von Windkraftprojekten unabhängig von kommunalen Planungen gesichert werden – sogar außerhalb der vorgesehenen Flächen. Ein Eingriff, der die kommunale Hoheit gefährdet!

📌 Warum ist das problematisch?
* Entscheidungen der Städte & Gemeinden würden untergraben.
* Die regionale Planung wird durch überhastete Maßnahmen ausgehebelt.
* Nachhaltigkeit & Akzeptanz vor Ort bleiben auf der Strecke.

👉 Wir sagen: Ja zur Windkraft, aber mit Struktur & Augenmaß! Kommunen müssen das letzte Wort behalten, um unsere Heimat mitzugestalten. Im Kreis Höxter stehen bereits 180 Windräder, 130 weitere sind genehmigt. Ausbauziele? Schon jetzt erreichbar! Doch wir brauchen ein geordnetes Vorgehen, statt chaotischer Politik! 

In Berlin habe ich bereits in der letzten Woche mit dem zuständigen Berichterstatter Enak Ferlemann gesprochen!",de,19-11-2024,"['Kreis Höxter', 'Berlin']"
"Schutz vor 🐺 🐺...🔍 
👉https://www.brandner-im-bundestag.de/anfragen/muendliche-frage-nr-62-juni-2024.html
#fürdieBürger
#AfD Thüringen 
#Deutschlandabernormal🇩🇪
#wirhabendasDirektmandat👍
#Gera Greiz Altenburg AltenburgerLand Zeulenroda Triebes Gößnitz Meuselwitz Sömmerda Weida
#Berlin #Bundestag #Brandner",de,19-11-2024,"['brandner-im-bundestag', 'AfD', 'Thüringen', 'Deutschlandabernormal', 'Gera', 'Berlin', 'Brandner']"
"Nach dem gestrigen Symposium in #Krakau, bei dem es um Bildungsarbeit zum #Holocaust und um den Kampf gegen jegliche Formen des #Antisemitismus ging, war ich heute mit der Delegation der European Jewish Association in der KZ-Gedenkstätte #Auschwitz-Birkenau.",de,19-11-2024,"['Krakau', 'European Jewish Association']"
"Weil ich zum Thema „Taurus“ in den letzten Tagen viele Anfragen bekomme, hier einmal meine Auffassung dazu, so kurz und knapp wie möglich: 

Taurus ist ein Waffensystem, das einen großen Vorteil bietet: Er hat nicht nur eine hohe Reichweite, sondern ist für die gegnerische Flugabwehr auch schwer zu entdecken und somit schwer zu bekämpfen. Er böte damit der ukrainischen Armee die Möglichkeit, Ziele hinter den feindlichen russischen Linien anzugreifen, also auch Stellungen weit hinter der Frontlinie. Dies würde es ermöglichen, Nachschubwege und Kommandozentralen der russischen Angreifer zu zerstören und damit Angriffe auf ukrainische Städte wirksam zu verhindern. Um nichts anderes geht es. 

Russland setzt weitreichende Raketen schon seit Beginn des Krieges ein und greift quasi täglich auch zivile Ziele in der Ukraine an, mit bis jetzt rund 12.000 zivilen Opfern, darunter rund 700 Kinder. Bis dato ist es der Ukraine mit von uns gelieferten Waffen nur gestattet, die russischen Raketen selbst abzufangen, wenn die Abschussbasen auf russischem Territorium stehen. Vereinfacht gesagt: Die Ukraine darf zwar den Pfeil bekämpfen, nicht jedoch den Bogenschützen. Daher ist der Wunsch nach dem Waffensystem Taurus absolut verständlich. 

Das Völkerrecht ist hier auch ganz klar: Die Reichweite von Taurus spielt völkerrechtlich überhaupt keine Rolle. Deutschland darf der Ukraine Waffen zur Unterstützung der zulässigen Selbstverteidigung liefern, und diese Selbstverteidigung ist nicht auf das ukrainische Staatsgebiet beschränkt. Selbst bei der Lieferung komplexer Waffensysteme an die Ukraine würde Deutschland nicht Kriegspartei, solange keine Bundeswehrsoldaten vor Ort eingesetzt werden. 

Die letzten Jahre haben deutlich gezeigt: Russland hat bei jeder gelieferten Waffe mit Eskalation gedroht, ob das Gewehre waren, Munition oder eben Kampfpanzer. Damit nutzt Russland die Kriegsangst in Deutschland aus, um eine effektive militärische Hilfe für die Ukraine zu verhindern. Aber die Fakten lassen sich nicht wegdiskutieren. Noch einmal: keine Waffenlieferung macht Deutschland zur Kriegspartei. Wer das behauptet oder aus Wahlkampfgründen Ängste schürt, handelt nicht nur unverantwortlich, sondern nutzt die Opfer in der Ukraine für sein innenpolitisches Machtkalkül. 

Und schließlich: Wenn die Ukraine diesen Krieg verlieren sollte, wird es erst recht teuer und gefährlich. Denn einerseits hätten wir es mit einem erstarkten und aggressiven Russland zu tun, das abzuschrecken viele Milliarden kosten wird. Und zweitens können wir dann mit einer Flüchtlingswelle im zweistelligen Millionenbereich rechnen. Wir sollten uns gut überlegen, ob unterlassene Hilfe wirklich eine kluge Idee ist. 

#Taurus #ukraine #CDU #Bundestagswahl #Russland #Bundeskanzler

Foto: Wikipedia/gemeinfrei",de,19-11-2024,"['Russland', 'Ukraine', 'Deutschland']"
"Vladimir Kara-Murza erhielt am Samstag den Freiheitspreis der Friedrich-Naumann-Stiftung für die Freiheit. Der Preisträger hätte nicht besser ausgewählt werden können. Vladimir Kara-Murza ist eine beeindruckende Persönlichkeit, dessen Kampf für die Freiheit und gegen Tyrannei schon längst historisches Format besitzt. 

Aufgrund vieler Nachfragen könnt Ihr meine Laudatio für Vladimir Kara-Murza in voller Länge anschauen 👇",de,19-11-2024,"['Vladimir Kara-Murza', 'Friedrich-Naumann-Stiftung']"
"🫱🏼‍🫲🏽 Ministerpräsident Michael Kretschmer und unser neuer Generalsekretär Tom Unger waren gestern zu Gast in Leipzig. Bei einer Mitgliederkonferenz stand die Ausrichtung unserer Landespolitik nach dem Abbruch der Sondierungsgespräche vom BSW im Fokus. 

📈 Ziel ist es, trotz aller Herausforderungen Stabilität und Verbesserungen für Sachsen zu gewährleisten. Dieser Verantwortung sind sich alle Mitglieder bewusst. Als Volkspartei haben wir intensiv über den richtigen Weg bei der Regierungsbildung und unsere Arbeit im neuen Landtag diskutiert. Michael Kretschmer stellte seinen Ansatz zum Konsultationsmechanismus vor. Danke für die ehrliche interne Debatte, aus der alle Beteiligten etwas mitnehmen konnten! 

Die Sächsische Union",de,19-11-2024,"['Michael Kretschmer', 'Tom Unger', 'Leipzig', 'Sachsen']"
"Die Linke fordert: #Gewalthilfegesetz jetzt!

@dielinke_ma <redacted_mention> 

#Bundestag #Linke #DieLinke",de,19-11-2024,['Bundestag']
"Seit 1000 Tagen steht die Ukraine im Widerstand gegen Russlands brutalen Vernichtungskrieg. 1000 Tage Leid, Mut und Würde – ein Kampf für Freiheit und Frieden, der nicht nur die Ukraine, sondern ganz Europa betrifft.

Nach massiven Angriffen Russlands setzt Präsident Biden ein klares Signal: Die Entscheidung für weitreichende Waffen ist gefallen. Diese Unterstützung schützt Menschen und Land – und sendet eine unmissverständliche Botschaft an Putin.",de,19-11-2024,"['Ukraine', 'Russlands', 'Europa', 'Präsident Biden']"
"🎧 Podcast-Tipp „POLITICO Berlin Playbook - Der Podcast“
Mit Gordon Repinski habe ich heute zum Thema „Scholz, Taurus und die Idee vom Friedenskanzler“ gesprochen. Er hat mich u.a. gefragt, ob Olaf Scholz endlich auch ukrainische Angriffe tief in Russland zulassen muss. Meine Antwort hört Ihr ab Minute 10:20. 

https://open.spotify.com/episode/6BUzKIqpkr6VoR9dN1cPJV?si=-VEMrpV8Szaeg8UwmsimeQ&t=624",de,19-11-2024,"['Gordon Repinski', 'Olaf Scholz', 'Russland']"
